observed_at,asset_id,site_id,cell_id,is_operating,operating_state,product_type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,generator_version
2026-08-08T14:00:00+09:00,CNC-S03-L01-01,S03,S03-L01,1,running,H,299.9859,309.8215,1483.5881,42.9035,96.5947,relation-reasoning-agent-eval-v3.1
2026-08-08T14:00:00+09:00,CNC-S03-L01-02,S03,S03-L01,1,running,M,300.7105,310.9681,1595.7466,34.0105,121.0445,relation-reasoning-agent-eval-v3.1
2026-08-08T14:00:00+09:00,CNC-S03-L01-03,S03,S03-L01,1,running,L,299.7988,309.667,1550.0111,41.3402,82.3536,relation-reasoning-agent-eval-v3.1
2026-08-08T14:00:00+09:00,CNC-S03-L01-04,S03,S03-L01,1,running,M,299.1928,310.2937,1395.8032,45.1184,73.5006,relation-reasoning-agent-eval-v3.1
2026-08-08T14:00:00+09:00,CNC-S03-L02-01,S03,S03-L02,1,running,M,300.0809,310.2332,1377.4958,48.1905,93.8657,relation-reasoning-agent-eval-v3.1
2026-08-08T14:00:00+09:00,CNC-S03-L02-02,S03,S03-L02,1,running,L,303.1104,312.1771,1367.8103,50.9475,81.3628,relation-reasoning-agent-eval-v3.1
2026-08-08T14:00:00+09:00,CNC-S03-L02-03,S03,S03-L02,1,running,M,301.9177,311.8159,1450.1711,56.2007,123.6737,relation-reasoning-agent-eval-v3.1
2026-08-08T14:00:00+09:00,CNC-S03-L02-04,S03,S03-L02,1,running,L,300.6422,309.5422,1672.9449,31.6962,96.677,relation-reasoning-agent-eval-v3.1
2026-08-08T14:00:00+09:00,CNC-S03-L03-01,S03,S03-L03,1,running,H,300.1559,310.1962,1611.5757,36.8119,126.9715,relation-reasoning-agent-eval-v3.1
2026-08-08T14:00:00+09:00,CNC-S03-L03-02,S03,S03-L03,1,running,H,302.0449,310.9449,1491.6161,55.6704,71.6505,relation-reasoning-agent-eval-v3.1
2026-08-08T14:00:00+09:00,CNC-S03-L03-03,S03,S03-L03,1,running,L,300.0176,310.1665,1596.7189,32.3027,68.712,relation-reasoning-agent-eval-v3.1
2026-08-08T14:00:00+09:00,CNC-S03-L03-04,S03,S03-L03,1,running,L,295.0966,307.3936,1391.0049,44.319,72.3309,relation-reasoning-agent-eval-v3.1
2026-08-08T14:00:00+09:00,CNC-S03-L04-01,S03,S03-L04,1,running,H,299.4232,310.5952,1597.3762,31.3783,68.7306,relation-reasoning-agent-eval-v3.1
2026-08-08T14:00:00+09:00,CNC-S03-L04-02,S03,S03-L04,1,running,M,298.43,309.504,1494.8101,46.2187,69.0016,relation-reasoning-agent-eval-v3.1
2026-08-08T14:00:00+09:00,CNC-S03-L04-03,S03,S03-L04,1,running,L,301.5522,311.1727,1526.0761,44.8948,63.2003,relation-reasoning-agent-eval-v3.1
2026-08-08T14:00:00+09:00,CNC-S03-L04-04,S03,S03-L04,1,running,L,300.5848,310.8353,1583.3612,33.3574,98.246,relation-reasoning-agent-eval-v3.1
2026-08-08T14:00:00+09:00,CNC-S03-L05-01,S03,S03-L05,1,running,H,301.2868,309.2211,1305.3669,49.5958,74.226,relation-reasoning-agent-eval-v3.1
2026-08-08T14:00:00+09:00,CNC-S03-L05-02,S03,S03-L05,1,running,H,298.7645,308.7224,1577.3258,34.7939,98.9625,relation-reasoning-agent-eval-v3.1
2026-08-08T14:00:00+09:00,CNC-S03-L05-03,S03,S03-L05,1,running,M,302.6482,311.5482,1647.9643,39.7274,103.1491,relation-reasoning-agent-eval-v3.1
