observed_at,asset_id,site_id,cell_id,is_operating,operating_state,voltage_raw,rotation_raw,pressure_raw,vibration_raw,relative_vibration_z,relative_vibration_zone,generator_version
2026-08-08T14:00:00+09:00,CMP-S03-L01-01,S03,S03-L01,1,running,183.1718,470.0355,90.1701,49.1997,1.4166,B,relation-reasoning-agent-eval-v3.1
2026-08-08T14:00:00+09:00,CMP-S03-L02-01,S03,S03-L02,1,running,161.2906,439.8023,89.5513,37.7281,-0.7583,A,relation-reasoning-agent-eval-v3.1
2026-08-08T14:00:00+09:00,CMP-S03-L03-01,S03,S03-L03,1,running,191.7915,379.1993,95.4869,34.1412,-0.8762,A,relation-reasoning-agent-eval-v3.1
2026-08-08T14:00:00+09:00,CMP-S03-L04-01,S03,S03-L04,1,running,171.0083,468.9364,111.7088,36.8974,-0.3555,A,relation-reasoning-agent-eval-v3.1
2026-08-08T14:00:00+09:00,CMP-S03-L05-01,S03,S03-L05,1,running,186.9283,469.7137,109.0754,43.9854,0.5953,A,relation-reasoning-agent-eval-v3.1
2026-08-08T14:10:00+09:00,CMP-S03-L01-01,S03,S03-L01,1,running,180.7047,488.4442,96.6016,45.0745,0.6527,A,relation-reasoning-agent-eval-v3.1
2026-08-08T14:10:00+09:00,CMP-S03-L02-01,S03,S03-L02,1,running,157.0208,435.48,92.818,42.4382,0.114,A,relation-reasoning-agent-eval-v3.1
2026-08-08T14:10:00+09:00,CMP-S03-L03-01,S03,S03-L03,1,running,190.4343,389.7387,95.0259,37.0764,-0.3326,A,relation-reasoning-agent-eval-v3.1
2026-08-08T14:10:00+09:00,CMP-S03-L04-01,S03,S03-L04,1,running,173.4582,477.3571,102.3408,38.5922,-0.0417,A,relation-reasoning-agent-eval-v3.1
2026-08-08T14:10:00+09:00,CMP-S03-L05-01,S03,S03-L05,1,running,199.0634,475.4929,100.3564,39.5083,-0.2338,A,relation-reasoning-agent-eval-v3.1
