observed_at,asset_id,site_id,cell_id,is_operating,operating_state,product_type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,generator_version
2026-08-08T14:00:00+09:00,CNC-S01-L01-01,S01,S01-L01,1,running,M,299.4149,308.3149,1653.4479,32.9212,72.3256,relation-reasoning-agent-eval-v3.1
2026-08-08T14:00:00+09:00,CNC-S01-L01-02,S01,S01-L01,1,running,M,299.9866,310.7408,1353.724,44.5414,102.3515,relation-reasoning-agent-eval-v3.1
2026-08-08T14:00:00+09:00,CNC-S01-L01-03,S01,S01-L01,1,running,L,301.6175,310.7521,1614.3477,33.7074,67.1284,relation-reasoning-agent-eval-v3.1
2026-08-08T14:00:00+09:00,CNC-S01-L01-04,S01,S01-L01,1,running,L,299.0812,309.8878,1055.3862,35.0544,96.0048,relation-reasoning-agent-eval-v3.1
2026-08-08T14:00:00+09:00,CNC-S01-L02-01,S01,S01-L02,1,running,H,299.0378,308.55,1590.1237,33.1632,41.8533,relation-reasoning-agent-eval-v3.1
2026-08-08T14:00:00+09:00,CNC-S01-L02-02,S01,S01-L02,1,running,L,299.9916,310.6754,1514.8748,43.9293,75.1954,relation-reasoning-agent-eval-v3.1
2026-08-08T14:00:00+09:00,CNC-S01-L02-03,S01,S01-L02,1,running,L,302.78,311.68,1480.5766,41.0059,117.8957,relation-reasoning-agent-eval-v3.1
2026-08-08T14:00:00+09:00,CNC-S01-L02-04,S01,S01-L02,1,running,H,299.8096,309.8341,1630.999,34.4082,60.8909,relation-reasoning-agent-eval-v3.1
2026-08-08T14:00:00+09:00,CNC-S01-L03-01,S01,S01-L03,1,running,M,302.2449,312.1271,1427.4316,51.8804,124.2048,relation-reasoning-agent-eval-v3.1
2026-08-08T14:00:00+09:00,CNC-S01-L03-02,S01,S01-L03,1,running,L,299.9805,310.3974,1796.364,24.6946,120.9065,relation-reasoning-agent-eval-v3.1
2026-08-08T14:00:00+09:00,CNC-S01-L03-03,S01,S01-L03,1,running,L,302.4615,311.8809,1573.2408,35.281,77.9151,relation-reasoning-agent-eval-v3.1
2026-08-08T14:00:00+09:00,CNC-S01-L03-04,S01,S01-L03,1,running,L,301.2181,310.613,1667.5092,33.9741,78.8026,relation-reasoning-agent-eval-v3.1
2026-08-08T14:00:00+09:00,CNC-S01-L04-01,S01,S01-L04,1,running,M,296.6781,307.8585,1520.7088,38.2218,130.3247,relation-reasoning-agent-eval-v3.1
2026-08-08T14:00:00+09:00,CNC-S01-L04-02,S01,S01-L04,1,running,H,299.1207,309.4974,1548.0309,39.4551,118.3993,relation-reasoning-agent-eval-v3.1
2026-08-08T14:00:00+09:00,CNC-S01-L04-03,S01,S01-L04,1,running,H,300.1239,310.1071,1418.8164,46.4955,124.7018,relation-reasoning-agent-eval-v3.1
2026-08-08T14:00:00+09:00,CNC-S01-L04-04,S01,S01-L04,1,running,L,302.5209,312.1342,1527.2577,42.3715,108.2219,relation-reasoning-agent-eval-v3.1
2026-08-08T14:00:00+09:00,CNC-S01-L05-01,S01,S01-L05,1,running,L,298.68,309.0717,1397.0755,50.8089,78.1378,relation-reasoning-agent-eval-v3.1
2026-08-08T14:00:00+09:00,CNC-S01-L05-02,S01,S01-L05,1,running,H,301.4335,310.3335,1583.6681,37.4015,129.7495,relation-reasoning-agent-eval-v3.1
2026-08-08T14:00:00+09:00,CNC-S01-L05-03,S01,S01-L05,1,running,L,300.0758,310.8939,1732.4283,33.7692,102.6113,relation-reasoning-agent-eval-v3.1
2026-08-08T14:00:00+09:00,CNC-S01-L05-04,S01,S01-L05,1,running,L,297.2358,307.7072,1554.6887,42.1167,130.3135,relation-reasoning-agent-eval-v3.1
2026-08-08T14:10:00+09:00,CNC-S01-L01-01,S01,S01-L01,1,running,M,297.5799,306.9601,1537.0,40.415,73.3149,relation-reasoning-agent-eval-v3.1
2026-08-08T14:10:00+09:00,CNC-S01-L01-02,S01,S01-L01,1,running,L,299.1679,310.1624,1417.4352,43.2326,103.2627,relation-reasoning-agent-eval-v3.1
2026-08-08T14:10:00+09:00,CNC-S01-L01-03,S01,S01-L01,1,running,L,299.9957,310.0392,1724.8818,29.2563,67.7798,relation-reasoning-agent-eval-v3.1
2026-08-08T14:10:00+09:00,CNC-S01-L01-04,S01,S01-L01,1,running,L,300.3261,310.6207,980.9407,37.2679,96.7106,relation-reasoning-agent-eval-v3.1
2026-08-08T14:10:00+09:00,CNC-S01-L02-01,S01,S01-L02,1,running,L,301.2323,310.7402,1656.4927,33.537,43.1574,relation-reasoning-agent-eval-v3.1
2026-08-08T14:10:00+09:00,CNC-S01-L02-02,S01,S01-L02,1,running,L,300.8033,311.3885,1457.4373,52.2268,75.9263,relation-reasoning-agent-eval-v3.1
2026-08-08T14:10:00+09:00,CNC-S01-L02-03,S01,S01-L02,1,running,M,303.5917,312.5224,1636.2075,30.9663,118.7075,relation-reasoning-agent-eval-v3.1
2026-08-08T14:10:00+09:00,CNC-S01-L02-04,S01,S01-L02,1,running,H,298.2226,308.7694,1619.0089,37.5716,62.105,relation-reasoning-agent-eval-v3.1
2026-08-08T14:10:00+09:00,CNC-S01-L03-01,S01,S01-L03,1,running,L,301.4935,311.1098,1557.3249,42.0048,125.1284,relation-reasoning-agent-eval-v3.1
2026-08-08T14:10:00+09:00,CNC-S01-L03-02,S01,S01-L03,1,running,L,299.8402,309.8587,2259.6421,15.6113,121.6766,relation-reasoning-agent-eval-v3.1
2026-08-08T14:10:00+09:00,CNC-S01-L03-03,S01,S01-L03,1,running,H,301.8742,312.3656,1681.8666,32.5323,78.5826,relation-reasoning-agent-eval-v3.1
2026-08-08T14:10:00+09:00,CNC-S01-L03-04,S01,S01-L03,1,running,M,302.4267,312.1724,1449.4908,46.1528,79.5103,relation-reasoning-agent-eval-v3.1
2026-08-08T14:10:00+09:00,CNC-S01-L04-01,S01,S01-L04,1,running,L,297.6635,308.1717,1585.4635,32.6867,131.3491,relation-reasoning-agent-eval-v3.1
2026-08-08T14:10:00+09:00,CNC-S01-L04-02,S01,S01-L04,1,running,M,298.2376,308.9845,1652.9708,33.014,119.7146,relation-reasoning-agent-eval-v3.1
2026-08-08T14:10:00+09:00,CNC-S01-L04-03,S01,S01-L04,1,running,M,299.9996,309.3198,1442.9954,47.2226,125.9519,relation-reasoning-agent-eval-v3.1
2026-08-08T14:10:00+09:00,CNC-S01-L04-04,S01,S01-L04,1,running,H,299.1073,310.4173,1461.6887,48.1196,108.9566,relation-reasoning-agent-eval-v3.1
2026-08-08T14:10:00+09:00,CNC-S01-L05-01,S01,S01-L05,1,running,L,299.307,309.9158,1313.9793,58.8305,78.9973,relation-reasoning-agent-eval-v3.1
2026-08-08T14:10:00+09:00,CNC-S01-L05-02,S01,S01-L05,1,running,L,302.2384,311.1384,1557.1145,37.4882,131.0056,relation-reasoning-agent-eval-v3.1
2026-08-08T14:10:00+09:00,CNC-S01-L05-03,S01,S01-L05,1,running,M,301.2452,310.8374,1599.399,42.0612,103.3532,relation-reasoning-agent-eval-v3.1
2026-08-08T14:10:00+09:00,CNC-S01-L05-04,S01,S01-L05,1,running,L,299.9541,310.3649,1833.4608,26.8036,131.073,relation-reasoning-agent-eval-v3.1
2026-08-08T14:20:00+09:00,CNC-S01-L01-01,S01,S01-L01,1,running,M,297.8197,307.4422,1539.8159,43.2912,73.3149,relation-reasoning-agent-eval-v3.1
2026-08-08T14:20:00+09:00,CNC-S01-L01-02,S01,S01-L01,1,running,L,297.2674,308.8787,1460.695,41.7688,103.2627,relation-reasoning-agent-eval-v3.1
2026-08-08T14:20:00+09:00,CNC-S01-L01-03,S01,S01-L01,1,running,L,298.7813,309.4242,1752.2369,26.8942,67.7798,relation-reasoning-agent-eval-v3.1
2026-08-08T14:20:00+09:00,CNC-S01-L01-04,S01,S01-L01,1,running,L,299.07,309.2038,962.016,37.7644,96.7106,relation-reasoning-agent-eval-v3.1
2026-08-08T14:20:00+09:00,CNC-S01-L02-01,S01,S01-L02,1,running,L,301.1008,310.2067,1673.0334,37.4301,43.1574,relation-reasoning-agent-eval-v3.1
2026-08-08T14:20:00+09:00,CNC-S01-L02-02,S01,S01-L02,1,running,L,302.0175,312.1698,1401.0349,56.7295,75.9263,relation-reasoning-agent-eval-v3.1
2026-08-08T14:20:00+09:00,CNC-S01-L02-03,S01,S01-L02,1,running,M,302.498,312.4281,1686.9786,30.6132,118.7075,relation-reasoning-agent-eval-v3.1
2026-08-08T14:20:00+09:00,CNC-S01-L02-04,S01,S01-L02,1,running,H,297.5532,307.8201,1885.8288,23.8786,62.105,relation-reasoning-agent-eval-v3.1
2026-08-08T14:20:00+09:00,CNC-S01-L03-01,S01,S01-L03,1,running,L,301.8524,311.4537,1490.4545,45.2465,125.1284,relation-reasoning-agent-eval-v3.1
2026-08-08T14:20:00+09:00,CNC-S01-L03-02,S01,S01-L03,1,running,L,299.2775,309.6417,2600.0,12.0,121.6766,relation-reasoning-agent-eval-v3.1
2026-08-08T14:20:00+09:00,CNC-S01-L03-03,S01,S01-L03,1,running,H,303.2369,312.9863,1612.3647,35.2388,78.5826,relation-reasoning-agent-eval-v3.1
2026-08-08T14:20:00+09:00,CNC-S01-L03-04,S01,S01-L03,1,running,M,301.6675,310.9929,1469.8655,44.9522,79.5103,relation-reasoning-agent-eval-v3.1
2026-08-08T14:20:00+09:00,CNC-S01-L04-01,S01,S01-L04,1,running,L,296.4689,306.9606,1649.3792,32.1062,131.3491,relation-reasoning-agent-eval-v3.1
2026-08-08T14:20:00+09:00,CNC-S01-L04-02,S01,S01-L04,1,running,M,297.0208,308.6655,1662.2894,34.0228,119.7146,relation-reasoning-agent-eval-v3.1
2026-08-08T14:20:00+09:00,CNC-S01-L04-03,S01,S01-L04,1,running,M,297.8371,308.1788,1453.3522,51.4539,125.9519,relation-reasoning-agent-eval-v3.1
2026-08-08T14:20:00+09:00,CNC-S01-L04-04,S01,S01-L04,1,running,H,301.6005,312.0853,1493.5405,40.1551,108.9566,relation-reasoning-agent-eval-v3.1
2026-08-08T14:20:00+09:00,CNC-S01-L05-01,S01,S01-L05,1,running,L,300.4203,310.2494,1371.7559,59.5012,78.9973,relation-reasoning-agent-eval-v3.1
2026-08-08T14:20:00+09:00,CNC-S01-L05-02,S01,S01-L05,1,running,L,301.9956,311.4106,1681.2284,28.2129,131.0056,relation-reasoning-agent-eval-v3.1
2026-08-08T14:20:00+09:00,CNC-S01-L05-03,S01,S01-L05,1,running,M,301.2269,310.1837,1585.8098,40.7198,103.3532,relation-reasoning-agent-eval-v3.1
2026-08-08T14:20:00+09:00,CNC-S01-L05-04,S01,S01-L05,1,running,L,298.2773,309.5339,1736.7582,28.0528,131.073,relation-reasoning-agent-eval-v3.1
2026-08-08T14:30:00+09:00,CNC-S01-L01-01,S01,S01-L01,1,running,L,297.6287,307.4564,1438.589,44.3536,74.3252,relation-reasoning-agent-eval-v3.1
2026-08-08T14:30:00+09:00,CNC-S01-L01-02,S01,S01-L01,1,running,L,298.8256,309.7167,1541.9857,38.9098,104.0263,relation-reasoning-agent-eval-v3.1
2026-08-08T14:30:00+09:00,CNC-S01-L01-03,S01,S01-L01,1,running,L,299.1138,309.5058,1575.2267,34.5658,68.5385,relation-reasoning-agent-eval-v3.1
2026-08-08T14:30:00+09:00,CNC-S01-L01-04,S01,S01-L01,1,running,H,300.1634,310.1788,919.1408,38.5521,97.4627,relation-reasoning-agent-eval-v3.1
