observed_at,asset_id,site_id,cell_id,is_operating,operating_state,product_type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,generator_version
2026-08-23T23:00:00+09:00,CNC-S02-L01-01,S02,S02-L01,1,running,L,300.0347,309.1667,1389.6414,53.4673,56.0397,relation-reasoning-agent-eval-v3.1
2026-08-23T23:00:00+09:00,CNC-S02-L01-02,S02,S02-L01,1,running,L,300.6381,310.3725,1596.3292,38.9896,73.9496,relation-reasoning-agent-eval-v3.1
2026-08-23T23:00:00+09:00,CNC-S02-L01-03,S02,S02-L01,1,running,L,302.1888,311.3375,1465.4319,37.5361,68.0475,relation-reasoning-agent-eval-v3.1
2026-08-23T23:00:00+09:00,CNC-S02-L01-04,S02,S02-L01,1,running,H,296.0944,307.0092,1477.2396,44.7582,42.0781,relation-reasoning-agent-eval-v3.1
2026-08-23T23:00:00+09:00,CNC-S02-L02-01,S02,S02-L02,1,running,L,302.7812,311.8558,1527.8439,44.6392,136.2981,relation-reasoning-agent-eval-v3.1
2026-08-23T23:00:00+09:00,CNC-S02-L02-02,S02,S02-L02,1,running,M,299.3184,311.0299,1402.243,55.1506,41.5682,relation-reasoning-agent-eval-v3.1
2026-08-23T23:00:00+09:00,CNC-S02-L02-03,S02,S02-L02,1,running,M,298.4624,309.322,1565.9141,39.1812,182.3534,relation-reasoning-agent-eval-v3.1
2026-08-23T23:00:00+09:00,CNC-S02-L02-04,S02,S02-L02,1,running,M,300.4378,309.6729,1417.2478,46.1424,91.5322,relation-reasoning-agent-eval-v3.1
2026-08-23T23:00:00+09:00,CNC-S02-L03-01,S02,S02-L03,1,running,M,300.4774,310.4032,1540.968,46.642,201.4878,relation-reasoning-agent-eval-v3.1
2026-08-23T23:00:00+09:00,CNC-S02-L03-02,S02,S02-L03,1,running,M,298.279,308.3549,1540.1568,40.1054,100.6567,relation-reasoning-agent-eval-v3.1
2026-08-23T23:00:00+09:00,CNC-S02-L03-03,S02,S02-L03,1,running,M,302.0804,312.1172,1577.3766,40.4464,192.115,relation-reasoning-agent-eval-v3.1
2026-08-23T23:00:00+09:00,CNC-S02-L03-04,S02,S02-L03,1,running,L,299.011,308.8969,1492.5262,37.6346,42.6708,relation-reasoning-agent-eval-v3.1
2026-08-23T23:00:00+09:00,CNC-S02-L04-01,S02,S02-L04,1,running,M,296.8819,307.6069,1400.4601,55.3771,149.1166,relation-reasoning-agent-eval-v3.1
2026-08-23T23:00:00+09:00,CNC-S02-L04-02,S02,S02-L04,1,running,L,295.483,306.4474,1707.6198,30.5052,24.9346,relation-reasoning-agent-eval-v3.1
2026-08-23T23:00:00+09:00,CNC-S02-L04-03,S02,S02-L04,1,running,L,299.9231,310.1081,1614.1555,33.3482,138.0357,relation-reasoning-agent-eval-v3.1
2026-08-23T23:00:00+09:00,CNC-S02-L04-04,S02,S02-L04,1,running,L,297.4936,308.3336,1578.9892,32.2405,103.1838,relation-reasoning-agent-eval-v3.1
2026-08-23T23:00:00+09:00,CNC-S02-L05-01,S02,S02-L05,1,running,M,303.7739,313.3471,1633.7455,35.7186,96.111,relation-reasoning-agent-eval-v3.1
2026-08-23T23:00:00+09:00,CNC-S02-L05-02,S02,S02-L05,1,running,L,299.3723,308.7715,1458.898,42.3035,81.9667,relation-reasoning-agent-eval-v3.1
2026-08-23T23:00:00+09:00,CNC-S02-L05-03,S02,S02-L05,1,running,M,301.5016,310.74,1329.1785,54.2802,80.7547,relation-reasoning-agent-eval-v3.1
2026-08-23T23:00:00+09:00,CNC-S02-L05-04,S02,S02-L05,1,running,L,297.8706,308.0196,1521.4211,37.7564,113.9745,relation-reasoning-agent-eval-v3.1
2026-08-23T23:10:00+09:00,CNC-S02-L01-01,S02,S02-L01,1,running,L,300.6867,309.8368,1492.0343,49.6662,56.0397,relation-reasoning-agent-eval-v3.1
2026-08-23T23:10:00+09:00,CNC-S02-L01-02,S02,S02-L01,1,running,L,299.0164,309.133,1604.6272,38.0613,73.9496,relation-reasoning-agent-eval-v3.1
2026-08-23T23:10:00+09:00,CNC-S02-L01-03,S02,S02-L01,1,running,L,301.9541,311.2982,1749.2534,27.3776,68.0475,relation-reasoning-agent-eval-v3.1
2026-08-23T23:10:00+09:00,CNC-S02-L01-04,S02,S02-L01,1,running,H,297.4177,307.439,1391.844,57.9857,42.0781,relation-reasoning-agent-eval-v3.1
2026-08-23T23:10:00+09:00,CNC-S02-L02-01,S02,S02-L02,1,running,L,302.8358,311.7358,1737.0703,32.7082,136.2981,relation-reasoning-agent-eval-v3.1
2026-08-23T23:10:00+09:00,CNC-S02-L02-02,S02,S02-L02,1,running,M,298.0839,310.385,1490.9171,45.3026,42.5006,relation-reasoning-agent-eval-v3.1
2026-08-23T23:10:00+09:00,CNC-S02-L02-03,S02,S02-L02,1,running,M,299.1136,309.7096,1524.7764,39.4787,182.3534,relation-reasoning-agent-eval-v3.1
2026-08-23T23:10:00+09:00,CNC-S02-L02-04,S02,S02-L02,1,running,M,300.9132,310.6358,1545.8505,37.2768,91.5322,relation-reasoning-agent-eval-v3.1
2026-08-23T23:10:00+09:00,CNC-S02-L03-01,S02,S02-L03,1,running,M,300.3969,310.2909,1453.6813,46.4755,201.4878,relation-reasoning-agent-eval-v3.1
2026-08-23T23:10:00+09:00,CNC-S02-L03-02,S02,S02-L03,1,running,M,300.0898,309.6067,1589.2567,35.1068,100.6567,relation-reasoning-agent-eval-v3.1
2026-08-23T23:10:00+09:00,CNC-S02-L03-03,S02,S02-L03,1,running,M,301.521,310.421,1447.9088,55.4287,192.115,relation-reasoning-agent-eval-v3.1
