observed_at,asset_id,site_id,cell_id,is_operating,operating_state,voltage_raw,rotation_raw,pressure_raw,vibration_raw,relative_vibration_z,relative_vibration_zone,generator_version
2026-08-17T04:00:00+09:00,CMP-S01-L01-01,S01,S01-L01,1,running,166.5201,463.6238,91.3144,37.2497,-0.4781,A,relation-reasoning-agent-eval-v3.1
2026-08-17T04:00:00+09:00,CMP-S01-L02-01,S01,S01-L02,1,running,172.0194,356.1676,110.2103,39.5286,0.0834,A,relation-reasoning-agent-eval-v3.1
2026-08-17T04:00:00+09:00,CMP-S01-L03-01,S01,S01-L03,1,running,168.4079,484.1311,108.9149,41.4546,0.1656,A,relation-reasoning-agent-eval-v3.1
2026-08-17T04:00:00+09:00,CMP-S01-L04-01,S01,S01-L04,1,running,158.1249,490.7436,107.0946,34.6546,-0.9442,A,relation-reasoning-agent-eval-v3.1
2026-08-17T04:00:00+09:00,CMP-S01-L05-01,S01,S01-L05,1,running,200.1291,447.7497,102.8359,29.3916,-2.2502,C,relation-reasoning-agent-eval-v3.1
2026-08-17T04:10:00+09:00,CMP-S01-L01-01,S01,S01-L01,1,running,172.0875,496.9532,88.1808,36.436,-0.6287,A,relation-reasoning-agent-eval-v3.1
2026-08-17T04:10:00+09:00,CMP-S01-L02-01,S01,S01-L02,1,running,164.7634,348.9163,109.0472,45.6867,1.2238,B,relation-reasoning-agent-eval-v3.1
2026-08-17T04:10:00+09:00,CMP-S01-L03-01,S01,S01-L03,1,running,169.1186,488.3341,104.2757,42.688,0.394,A,relation-reasoning-agent-eval-v3.1
2026-08-17T04:10:00+09:00,CMP-S01-L04-01,S01,S01-L04,1,running,165.1295,433.471,110.0493,29.3477,-1.9269,B,relation-reasoning-agent-eval-v3.1
2026-08-17T04:10:00+09:00,CMP-S01-L05-01,S01,S01-L05,1,running,186.5821,398.043,101.5698,33.4748,-1.494,B,relation-reasoning-agent-eval-v3.1
2026-08-17T04:20:00+09:00,CMP-S01-L01-01,S01,S01-L01,1,running,175.7391,457.19,86.1788,35.4091,-0.8189,A,relation-reasoning-agent-eval-v3.1
2026-08-17T04:20:00+09:00,CMP-S01-L02-01,S01,S01-L02,1,running,175.4568,367.8211,109.2341,44.878,1.074,B,relation-reasoning-agent-eval-v3.1
2026-08-17T04:20:00+09:00,CMP-S01-L03-01,S01,S01-L03,1,running,176.0707,502.8775,100.8096,43.7391,0.5886,A,relation-reasoning-agent-eval-v3.1
2026-08-17T04:20:00+09:00,CMP-S01-L04-01,S01,S01-L04,1,running,142.4678,422.4877,110.3609,36.4997,-0.6025,A,relation-reasoning-agent-eval-v3.1
2026-08-17T04:20:00+09:00,CMP-S01-L05-01,S01,S01-L05,1,running,171.6924,401.8608,97.7817,34.3136,-1.3387,B,relation-reasoning-agent-eval-v3.1
2026-08-17T04:30:00+09:00,CMP-S01-L01-01,S01,S01-L01,1,running,177.9867,492.4571,90.191,39.9929,0.0299,A,relation-reasoning-agent-eval-v3.1
2026-08-17T04:30:00+09:00,CMP-S01-L02-01,S01,S01-L02,1,running,194.1454,435.8626,108.7736,49.997,2.022,C,relation-reasoning-agent-eval-v3.1
2026-08-17T04:30:00+09:00,CMP-S01-L03-01,S01,S01-L03,1,running,173.7272,497.398,103.886,37.7719,-0.5164,A,relation-reasoning-agent-eval-v3.1
2026-08-17T04:30:00+09:00,CMP-S01-L04-01,S01,S01-L04,1,running,141.7579,446.0581,105.0095,41.5249,0.3281,A,relation-reasoning-agent-eval-v3.1
2026-08-17T04:30:00+09:00,CMP-S01-L05-01,S01,S01-L05,1,running,168.3474,372.765,94.0306,33.5814,-1.4743,B,relation-reasoning-agent-eval-v3.1
2026-08-17T04:40:00+09:00,CMP-S01-L01-01,S01,S01-L01,1,running,170.0936,493.9914,90.5569,33.9963,-1.0805,B,relation-reasoning-agent-eval-v3.1
