observed_at,asset_id,site_id,cell_id,is_operating,operating_state,voltage_raw,rotation_raw,pressure_raw,vibration_raw,relative_vibration_z,relative_vibration_zone,generator_version
2026-08-05T23:00:00+09:00,CMP-S03-L01-01,S03,S03-L01,1,running,145.7509,450.7279,105.8066,40.9856,-0.1046,A,relation-reasoning-agent-eval-v3.1
2026-08-05T23:00:00+09:00,CMP-S03-L02-01,S03,S03-L02,1,running,173.1924,464.46,92.6773,53.3194,2.129,C,relation-reasoning-agent-eval-v3.1
2026-08-05T23:00:00+09:00,CMP-S03-L03-01,S03,S03-L03,1,running,157.5795,411.1542,94.1066,31.9429,-1.2832,B,relation-reasoning-agent-eval-v3.1
2026-08-05T23:00:00+09:00,CMP-S03-L04-01,S03,S03-L04,1,running,192.3615,451.7412,105.1127,34.7614,-0.7511,A,relation-reasoning-agent-eval-v3.1
2026-08-05T23:00:00+09:00,CMP-S03-L05-01,S03,S03-L05,1,running,163.8219,357.0403,99.3128,44.9441,0.7728,A,relation-reasoning-agent-eval-v3.1
2026-08-05T23:10:00+09:00,CMP-S03-L01-01,S03,S03-L01,1,running,166.006,468.5559,101.6525,42.7544,0.223,A,relation-reasoning-agent-eval-v3.1
2026-08-05T23:10:00+09:00,CMP-S03-L02-01,S03,S03-L02,1,running,176.7274,482.9796,98.5846,52.6751,2.0097,C,relation-reasoning-agent-eval-v3.1
2026-08-05T23:10:00+09:00,CMP-S03-L03-01,S03,S03-L03,1,running,169.7133,419.8846,91.5318,31.8012,-1.3095,B,relation-reasoning-agent-eval-v3.1
2026-08-05T23:10:00+09:00,CMP-S03-L04-01,S03,S03-L04,1,running,184.5675,410.2456,103.8526,38.9292,0.0207,A,relation-reasoning-agent-eval-v3.1
2026-08-05T23:10:00+09:00,CMP-S03-L05-01,S03,S03-L05,1,running,167.1087,346.7445,104.9328,43.5704,0.5184,A,relation-reasoning-agent-eval-v3.1
2026-08-05T23:20:00+09:00,CMP-S03-L01-01,S03,S03-L01,1,running,176.7013,493.2327,100.3535,35.9629,-1.0347,B,relation-reasoning-agent-eval-v3.1
2026-08-05T23:20:00+09:00,CMP-S03-L02-01,S03,S03-L02,1,running,158.4147,486.0165,98.6835,46.0857,0.7895,A,relation-reasoning-agent-eval-v3.1
