observed_at,asset_id,site_id,cell_id,is_operating,operating_state,product_type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,generator_version
2026-08-05T23:00:00+09:00,CNC-S03-L01-01,S03,S03-L01,1,running,L,301.7971,311.1634,1790.424,23.1179,110.6597,relation-reasoning-agent-eval-v3.1
2026-08-05T23:00:00+09:00,CNC-S03-L01-02,S03,S03-L01,1,running,H,297.4578,309.8027,1467.0018,39.8731,145.6094,relation-reasoning-agent-eval-v3.1
2026-08-05T23:00:00+09:00,CNC-S03-L01-03,S03,S03-L01,1,running,M,299.5311,309.7571,1625.3009,35.7845,100.7947,relation-reasoning-agent-eval-v3.1
2026-08-05T23:00:00+09:00,CNC-S03-L01-04,S03,S03-L01,1,running,L,304.3909,314.5321,1644.5762,31.4542,111.5631,relation-reasoning-agent-eval-v3.1
2026-08-05T23:00:00+09:00,CNC-S03-L02-01,S03,S03-L02,1,running,H,299.6142,309.5228,1720.6964,27.931,106.2362,relation-reasoning-agent-eval-v3.1
2026-08-05T23:00:00+09:00,CNC-S03-L02-02,S03,S03-L02,1,running,M,301.8517,310.8838,1411.5139,51.739,110.3344,relation-reasoning-agent-eval-v3.1
2026-08-05T23:00:00+09:00,CNC-S03-L02-03,S03,S03-L02,1,running,M,301.5648,310.4648,1450.235,44.2624,143.5572,relation-reasoning-agent-eval-v3.1
2026-08-05T23:00:00+09:00,CNC-S03-L02-04,S03,S03-L02,1,running,M,300.3211,309.9476,1641.3253,33.3585,129.6582,relation-reasoning-agent-eval-v3.1
2026-08-05T23:00:00+09:00,CNC-S03-L03-01,S03,S03-L03,1,running,H,301.1856,310.7105,1389.8381,49.9601,140.9173,relation-reasoning-agent-eval-v3.1
2026-08-05T23:00:00+09:00,CNC-S03-L03-02,S03,S03-L03,1,running,L,299.8182,308.7182,2388.0168,16.582,106.2726,relation-reasoning-agent-eval-v3.1
2026-08-05T23:00:00+09:00,CNC-S03-L03-03,S03,S03-L03,1,running,L,299.2559,311.4599,1471.0174,41.8435,103.6016,relation-reasoning-agent-eval-v3.1
