observed_at,asset_id,site_id,cell_id,is_operating,operating_state,product_type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,generator_version
2026-08-25T18:00:00+09:00,CNC-S02-L01-01,S02,S02-L01,1,running,H,303.6164,312.5164,1472.8784,47.0999,177.0713,relation-reasoning-agent-eval-v3.1
2026-08-25T18:00:00+09:00,CNC-S02-L01-02,S02,S02-L01,1,running,M,298.1357,308.8126,1384.2796,57.4386,172.5518,relation-reasoning-agent-eval-v3.1
2026-08-25T18:00:00+09:00,CNC-S02-L01-03,S02,S02-L01,1,running,L,300.9232,310.1965,1414.8503,40.3426,187.8443,relation-reasoning-agent-eval-v3.1
2026-08-25T18:00:00+09:00,CNC-S02-L01-04,S02,S02-L01,1,running,L,298.0366,307.6393,1456.4441,48.3444,160.0384,relation-reasoning-agent-eval-v3.1
2026-08-25T18:00:00+09:00,CNC-S02-L02-01,S02,S02-L02,1,running,L,302.0712,311.2879,1474.9569,57.0612,55.8576,relation-reasoning-agent-eval-v3.1
2026-08-25T18:00:00+09:00,CNC-S02-L02-02,S02,S02-L02,1,running,L,297.2593,307.8654,1624.0784,34.2871,159.8973,relation-reasoning-agent-eval-v3.1
2026-08-25T18:00:00+09:00,CNC-S02-L02-03,S02,S02-L02,1,running,L,300.6127,310.9096,1443.8034,51.8439,101.7526,relation-reasoning-agent-eval-v3.1
2026-08-25T18:00:00+09:00,CNC-S02-L02-04,S02,S02-L02,1,running,M,303.8518,312.7518,1699.5435,24.3506,25.3128,relation-reasoning-agent-eval-v3.1
2026-08-25T18:00:00+09:00,CNC-S02-L03-01,S02,S02-L03,1,running,M,298.8684,308.9393,1574.2228,45.9376,117.3667,relation-reasoning-agent-eval-v3.1
2026-08-25T18:00:00+09:00,CNC-S02-L03-02,S02,S02-L03,1,running,L,303.2205,312.1205,1482.1334,53.0555,6.3116,relation-reasoning-agent-eval-v3.1
2026-08-25T18:00:00+09:00,CNC-S02-L03-03,S02,S02-L03,1,running,M,295.8296,306.5435,1652.2675,36.5338,99.118,relation-reasoning-agent-eval-v3.1
2026-08-25T18:00:00+09:00,CNC-S02-L03-04,S02,S02-L03,1,running,L,298.7729,308.9899,1632.0852,36.7125,146.2975,relation-reasoning-agent-eval-v3.1
2026-08-25T18:00:00+09:00,CNC-S02-L04-01,S02,S02-L04,1,running,H,302.2413,311.6596,1608.2145,36.8305,35.1412,relation-reasoning-agent-eval-v3.1
2026-08-25T18:00:00+09:00,CNC-S02-L04-02,S02,S02-L04,1,running,L,301.7961,312.4889,1476.7104,43.3743,140.9909,relation-reasoning-agent-eval-v3.1
2026-08-25T18:00:00+09:00,CNC-S02-L04-03,S02,S02-L04,1,running,L,303.9821,312.8821,1400.6054,53.55,57.8395,relation-reasoning-agent-eval-v3.1
2026-08-25T18:00:00+09:00,CNC-S02-L04-04,S02,S02-L04,1,running,L,295.7679,306.8675,1393.9492,54.9205,37.7833,relation-reasoning-agent-eval-v3.1
2026-08-25T18:00:00+09:00,CNC-S02-L05-01,S02,S02-L05,0,maintenance,L,299.3574,310.095,1671.8099,31.7702,1.41,relation-reasoning-agent-eval-v3.1
2026-08-25T18:00:00+09:00,CNC-S02-L05-02,S02,S02-L05,1,running,M,299.2116,308.4739,1791.5793,25.5243,2.9951,relation-reasoning-agent-eval-v3.1
2026-08-25T18:00:00+09:00,CNC-S02-L05-03,S02,S02-L05,1,running,L,301.8674,310.7674,1928.6713,22.438,199.5986,relation-reasoning-agent-eval-v3.1
2026-08-25T18:00:00+09:00,CNC-S02-L05-04,S02,S02-L05,1,running,L,300.1165,309.8631,2600.0,12.0,42.0075,relation-reasoning-agent-eval-v3.1
2026-08-25T18:10:00+09:00,CNC-S02-L01-01,S02,S02-L01,1,running,H,300.3618,309.6692,1505.22,40.3197,177.0713,relation-reasoning-agent-eval-v3.1
2026-08-25T18:10:00+09:00,CNC-S02-L01-02,S02,S02-L01,1,running,M,298.5421,308.9545,1364.0791,72.0,172.5518,relation-reasoning-agent-eval-v3.1
2026-08-25T18:10:00+09:00,CNC-S02-L01-03,S02,S02-L01,1,running,L,301.351,310.251,1401.0717,48.2374,187.8443,relation-reasoning-agent-eval-v3.1
2026-08-25T18:10:00+09:00,CNC-S02-L01-04,S02,S02-L01,1,running,L,297.8444,307.7326,1488.8695,42.4894,160.0384,relation-reasoning-agent-eval-v3.1
2026-08-25T18:10:00+09:00,CNC-S02-L02-01,S02,S02-L02,1,running,M,302.4105,311.883,1446.9562,60.9987,56.7253,relation-reasoning-agent-eval-v3.1
2026-08-25T18:10:00+09:00,CNC-S02-L02-02,S02,S02-L02,1,running,L,298.6334,308.9089,1532.0414,38.9279,160.5565,relation-reasoning-agent-eval-v3.1
2026-08-25T18:10:00+09:00,CNC-S02-L02-03,S02,S02-L02,1,running,L,302.4153,312.2774,1471.8687,44.5841,102.4571,relation-reasoning-agent-eval-v3.1
2026-08-25T18:10:00+09:00,CNC-S02-L02-04,S02,S02-L02,1,running,L,302.3446,311.5093,1621.4688,29.3931,26.3433,relation-reasoning-agent-eval-v3.1
2026-08-25T18:10:00+09:00,CNC-S02-L03-01,S02,S02-L03,1,running,L,299.1654,309.0103,1823.7386,28.6535,118.2874,relation-reasoning-agent-eval-v3.1
2026-08-25T18:10:00+09:00,CNC-S02-L03-02,S02,S02-L03,1,running,L,302.6683,311.5683,1648.2319,32.9282,7.1351,relation-reasoning-agent-eval-v3.1
