observed_at,asset_id,site_id,cell_id,is_operating,operating_state,voltage_raw,rotation_raw,pressure_raw,vibration_raw,relative_vibration_z,relative_vibration_zone,generator_version
2026-09-03T08:00:00+09:00,CMP-S01-L01-01,S01,S01-L01,1,running,192.468,445.2049,103.752,35.3062,-0.838,A,relation-reasoning-agent-eval-v3.1
2026-09-03T08:00:00+09:00,CMP-S01-L02-01,S01,S01-L02,1,running,162.0294,484.9744,120.535,43.688,0.8537,A,relation-reasoning-agent-eval-v3.1
2026-09-03T08:00:00+09:00,CMP-S01-L03-01,S01,S01-L03,1,running,149.8292,412.35,106.7619,35.8612,-0.8702,A,relation-reasoning-agent-eval-v3.1
2026-09-03T08:00:00+09:00,CMP-S01-L04-01,S01,S01-L04,1,running,206.881,459.5446,106.9697,32.7941,-1.2887,B,relation-reasoning-agent-eval-v3.1
2026-09-03T08:00:00+09:00,CMP-S01-L05-01,S01,S01-L05,1,running,152.3511,433.2233,91.331,37.8873,-0.6769,A,relation-reasoning-agent-eval-v3.1
2026-09-03T08:10:00+09:00,CMP-S01-L01-01,S01,S01-L01,1,running,172.0933,444.1238,95.8599,35.7334,-0.7588,A,relation-reasoning-agent-eval-v3.1
2026-09-03T08:10:00+09:00,CMP-S01-L02-01,S01,S01-L02,1,running,161.0377,502.1055,115.0623,41.3046,0.4123,A,relation-reasoning-agent-eval-v3.1
2026-09-03T08:10:00+09:00,CMP-S01-L03-01,S01,S01-L03,1,running,155.9862,460.3596,101.7081,40.5285,-0.0059,A,relation-reasoning-agent-eval-v3.1
2026-09-03T08:10:00+09:00,CMP-S01-L04-01,S01,S01-L04,1,running,174.0287,504.0824,102.9235,40.5768,0.1525,A,relation-reasoning-agent-eval-v3.1
2026-09-03T08:10:00+09:00,CMP-S01-L05-01,S01,S01-L05,1,running,172.7459,444.7526,88.751,44.2801,0.5069,A,relation-reasoning-agent-eval-v3.1
2026-09-03T08:20:00+09:00,CMP-S01-L01-01,S01,S01-L01,1,running,173.0852,438.6674,91.1465,36.0175,-0.7062,A,relation-reasoning-agent-eval-v3.1
2026-09-03T08:20:00+09:00,CMP-S01-L02-01,S01,S01-L02,1,running,187.5801,452.2594,113.6105,43.5639,0.8307,A,relation-reasoning-agent-eval-v3.1
2026-09-03T08:20:00+09:00,CMP-S01-L03-01,S01,S01-L03,1,running,154.7911,444.9137,100.7283,42.5785,0.3737,A,relation-reasoning-agent-eval-v3.1
2026-09-03T08:20:00+09:00,CMP-S01-L04-01,S01,S01-L04,1,running,172.4303,502.9759,110.4141,40.3994,0.1197,A,relation-reasoning-agent-eval-v3.1
2026-09-03T08:20:00+09:00,CMP-S01-L05-01,S01,S01-L05,1,running,180.0251,416.4155,95.394,38.2368,-0.6122,A,relation-reasoning-agent-eval-v3.1
2026-09-03T08:30:00+09:00,CMP-S01-L01-01,S01,S01-L01,1,running,173.4995,467.3939,94.3516,26.4808,-2.4723,C,relation-reasoning-agent-eval-v3.1
2026-09-03T08:30:00+09:00,CMP-S01-L02-01,S01,S01-L02,1,running,171.183,437.3206,106.1343,43.9133,0.8954,A,relation-reasoning-agent-eval-v3.1
2026-09-03T08:30:00+09:00,CMP-S01-L03-01,S01,S01-L03,1,running,153.298,367.1785,102.7373,46.151,1.0353,B,relation-reasoning-agent-eval-v3.1
2026-09-03T08:30:00+09:00,CMP-S01-L04-01,S01,S01-L04,1,running,174.8478,465.8083,106.4354,43.668,0.725,A,relation-reasoning-agent-eval-v3.1
2026-09-03T08:30:00+09:00,CMP-S01-L05-01,S01,S01-L05,1,running,184.2912,446.2614,92.822,35.6396,-1.0932,B,relation-reasoning-agent-eval-v3.1
2026-09-03T08:40:00+09:00,CMP-S01-L01-01,S01,S01-L01,1,running,162.3239,481.5886,93.3412,26.5806,-2.4538,C,relation-reasoning-agent-eval-v3.1
2026-09-03T08:40:00+09:00,CMP-S01-L02-01,S01,S01-L02,1,running,175.1735,442.1513,103.753,45.302,1.1525,B,relation-reasoning-agent-eval-v3.1
2026-09-03T08:40:00+09:00,CMP-S01-L03-01,S01,S01-L03,1,running,157.3624,418.5492,103.5474,43.4866,0.5419,A,relation-reasoning-agent-eval-v3.1
2026-09-03T08:40:00+09:00,CMP-S01-L04-01,S01,S01-L04,1,running,170.187,449.5748,99.0954,45.1226,0.9944,A,relation-reasoning-agent-eval-v3.1
2026-09-03T08:40:00+09:00,CMP-S01-L05-01,S01,S01-L05,1,running,185.0158,427.0653,99.0347,36.7834,-0.8813,A,relation-reasoning-agent-eval-v3.1
2026-09-03T08:50:00+09:00,CMP-S01-L01-01,S01,S01-L01,1,running,162.0936,509.913,91.9945,29.9327,-1.8331,B,relation-reasoning-agent-eval-v3.1
2026-09-03T08:50:00+09:00,CMP-S01-L02-01,S01,S01-L02,1,running,171.7218,400.6721,105.5214,45.6305,1.2134,B,relation-reasoning-agent-eval-v3.1
2026-09-03T08:50:00+09:00,CMP-S01-L03-01,S01,S01-L03,1,running,167.8538,444.7384,107.398,37.9649,-0.4807,A,relation-reasoning-agent-eval-v3.1
2026-09-03T08:50:00+09:00,CMP-S01-L04-01,S01,S01-L04,1,running,189.0109,471.6191,100.7497,41.9454,0.406,A,relation-reasoning-agent-eval-v3.1
2026-09-03T08:50:00+09:00,CMP-S01-L05-01,S01,S01-L05,1,running,192.4321,431.2503,97.998,38.6967,-0.527,A,relation-reasoning-agent-eval-v3.1
2026-09-03T09:00:00+09:00,CMP-S01-L01-01,S01,S01-L01,1,running,170.8099,462.9875,91.5183,34.3111,-1.0222,B,relation-reasoning-agent-eval-v3.1
2026-09-03T09:00:00+09:00,CMP-S01-L02-01,S01,S01-L02,1,running,162.687,423.3268,104.2591,37.2421,-0.34,A,relation-reasoning-agent-eval-v3.1
2026-09-03T09:00:00+09:00,CMP-S01-L03-01,S01,S01-L03,1,running,156.7329,451.1005,106.856,39.3727,-0.22,A,relation-reasoning-agent-eval-v3.1
2026-09-03T09:00:00+09:00,CMP-S01-L04-01,S01,S01-L04,1,running,182.4339,492.4089,97.0976,50.9299,2.0698,C,relation-reasoning-agent-eval-v3.1
2026-09-03T09:00:00+09:00,CMP-S01-L05-01,S01,S01-L05,1,running,187.0583,486.9491,98.9742,38.9383,-0.4823,A,relation-reasoning-agent-eval-v3.1
2026-09-03T09:10:00+09:00,CMP-S01-L01-01,S01,S01-L01,1,running,180.2592,452.2082,91.5794,44.0628,0.7836,A,relation-reasoning-agent-eval-v3.1
2026-09-03T09:10:00+09:00,CMP-S01-L02-01,S01,S01-L02,1,running,161.0421,389.9165,105.0926,32.5863,-1.2022,B,relation-reasoning-agent-eval-v3.1
2026-09-03T09:10:00+09:00,CMP-S01-L03-01,S01,S01-L03,1,running,165.4152,423.8814,108.3729,40.4872,-0.0136,A,relation-reasoning-agent-eval-v3.1
2026-09-03T09:10:00+09:00,CMP-S01-L04-01,S01,S01-L04,1,running,172.5404,472.9443,99.4681,48.1103,1.5476,B,relation-reasoning-agent-eval-v3.1
2026-09-03T09:10:00+09:00,CMP-S01-L05-01,S01,S01-L05,1,running,188.1944,484.6573,101.5176,34.7401,-1.2597,B,relation-reasoning-agent-eval-v3.1
2026-09-03T09:20:00+09:00,CMP-S01-L01-01,S01,S01-L01,1,running,160.4782,444.9646,88.9468,34.9617,-0.9018,A,relation-reasoning-agent-eval-v3.1
2026-09-03T09:20:00+09:00,CMP-S01-L02-01,S01,S01-L02,1,running,177.2961,437.3413,109.71,37.3119,-0.3271,A,relation-reasoning-agent-eval-v3.1
2026-09-03T09:20:00+09:00,CMP-S01-L03-01,S01,S01-L03,1,running,170.7313,445.3472,104.4484,48.2614,1.4261,B,relation-reasoning-agent-eval-v3.1
2026-09-03T09:20:00+09:00,CMP-S01-L04-01,S01,S01-L04,1,running,160.1654,425.0011,100.044,48.7902,1.6735,B,relation-reasoning-agent-eval-v3.1
2026-09-03T09:20:00+09:00,CMP-S01-L05-01,S01,S01-L05,1,running,169.1014,486.1366,102.8603,40.7826,-0.1407,A,relation-reasoning-agent-eval-v3.1
2026-09-03T09:30:00+09:00,CMP-S01-L01-01,S01,S01-L01,1,running,164.5566,472.3895,89.2277,35.7619,-0.7536,A,relation-reasoning-agent-eval-v3.1
2026-09-03T09:30:00+09:00,CMP-S01-L02-01,S01,S01-L02,1,running,178.5556,456.9972,103.8396,34.9898,-0.7571,A,relation-reasoning-agent-eval-v3.1
2026-09-03T09:30:00+09:00,CMP-S01-L03-01,S01,S01-L03,1,running,158.8585,448.0518,108.0804,44.5637,0.7413,A,relation-reasoning-agent-eval-v3.1
2026-09-03T09:30:00+09:00,CMP-S01-L04-01,S01,S01-L04,1,running,179.9491,498.4633,97.2393,47.4402,1.4235,B,relation-reasoning-agent-eval-v3.1
2026-09-03T09:30:00+09:00,CMP-S01-L05-01,S01,S01-L05,1,running,167.5472,490.5305,102.9571,40.9009,-0.1188,A,relation-reasoning-agent-eval-v3.1
2026-09-03T09:40:00+09:00,CMP-S01-L01-01,S01,S01-L01,1,running,189.1759,494.9764,91.0875,42.4821,0.4909,A,relation-reasoning-agent-eval-v3.1
2026-09-03T09:40:00+09:00,CMP-S01-L02-01,S01,S01-L02,1,running,177.5937,430.0128,102.8126,34.0536,-0.9305,A,relation-reasoning-agent-eval-v3.1
2026-09-03T09:40:00+09:00,CMP-S01-L03-01,S01,S01-L03,1,running,169.9008,478.4811,100.0857,47.3558,1.2584,B,relation-reasoning-agent-eval-v3.1
2026-09-03T09:40:00+09:00,CMP-S01-L04-01,S01,S01-L04,1,running,190.7197,491.4694,103.0159,46.5724,1.2628,B,relation-reasoning-agent-eval-v3.1
2026-09-03T09:40:00+09:00,CMP-S01-L05-01,S01,S01-L05,1,running,156.1799,452.6593,105.5115,42.0717,0.098,A,relation-reasoning-agent-eval-v3.1
