observed_at,asset_id,site_id,cell_id,is_operating,operating_state,voltage_raw,rotation_raw,pressure_raw,vibration_raw,relative_vibration_z,relative_vibration_zone,generator_version
2026-08-17T23:00:00+09:00,CMP-S02-L01-01,S02,S02-L01,1,running,194.7683,434.1301,93.9075,39.6068,0.0891,A,relation-reasoning-agent-eval-v3.1
2026-08-17T23:00:00+09:00,CMP-S02-L02-01,S02,S02-L02,1,running,154.2037,424.6363,102.6393,44.6711,0.8386,A,relation-reasoning-agent-eval-v3.1
2026-08-17T23:00:00+09:00,CMP-S02-L03-01,S02,S02-L03,1,running,183.0798,464.0055,102.5985,40.4861,-0.2143,A,relation-reasoning-agent-eval-v3.1
2026-08-17T23:00:00+09:00,CMP-S02-L04-01,S02,S02-L04,1,running,191.9009,532.0586,104.9721,34.5463,-1.3672,B,relation-reasoning-agent-eval-v3.1
2026-08-17T23:00:00+09:00,CMP-S02-L05-01,S02,S02-L05,1,running,172.459,403.6205,99.2505,36.2238,-0.7613,A,relation-reasoning-agent-eval-v3.1
2026-08-17T23:10:00+09:00,CMP-S02-L01-01,S02,S02-L01,1,running,189.3953,489.4977,100.6536,36.4146,-0.5021,A,relation-reasoning-agent-eval-v3.1
2026-08-17T23:10:00+09:00,CMP-S02-L02-01,S02,S02-L02,1,running,151.4058,439.7443,106.5648,40.3911,0.046,A,relation-reasoning-agent-eval-v3.1
2026-08-17T23:10:00+09:00,CMP-S02-L03-01,S02,S02-L03,1,running,182.5801,456.1578,100.1089,41.2376,-0.0751,A,relation-reasoning-agent-eval-v3.1
2026-08-17T23:10:00+09:00,CMP-S02-L04-01,S02,S02-L04,1,running,182.521,508.0893,103.4083,35.1169,-1.2615,B,relation-reasoning-agent-eval-v3.1
2026-08-17T23:10:00+09:00,CMP-S02-L05-01,S02,S02-L05,1,running,177.8996,419.5293,93.9916,46.357,1.1152,B,relation-reasoning-agent-eval-v3.1
2026-08-17T23:20:00+09:00,CMP-S02-L01-01,S02,S02-L01,1,running,187.8203,468.2969,99.0356,37.2152,-0.3538,A,relation-reasoning-agent-eval-v3.1
2026-08-17T23:20:00+09:00,CMP-S02-L02-01,S02,S02-L02,1,running,169.9888,487.836,109.987,44.9192,0.8845,A,relation-reasoning-agent-eval-v3.1
2026-08-17T23:20:00+09:00,CMP-S02-L03-01,S02,S02-L03,1,running,185.5976,454.2268,97.375,37.0664,-0.8476,A,relation-reasoning-agent-eval-v3.1
2026-08-17T23:20:00+09:00,CMP-S02-L04-01,S02,S02-L04,1,running,184.3004,503.2401,111.6077,38.3874,-0.6559,A,relation-reasoning-agent-eval-v3.1
2026-08-17T23:20:00+09:00,CMP-S02-L05-01,S02,S02-L05,1,running,172.9982,404.5404,95.713,40.1403,-0.0361,A,relation-reasoning-agent-eval-v3.1
2026-08-17T23:30:00+09:00,CMP-S02-L01-01,S02,S02-L01,1,running,166.1725,462.293,95.0869,40.9732,0.3421,A,relation-reasoning-agent-eval-v3.1
2026-08-17T23:30:00+09:00,CMP-S02-L02-01,S02,S02-L02,1,running,156.7703,503.5509,107.288,44.2705,0.7644,A,relation-reasoning-agent-eval-v3.1
2026-08-17T23:30:00+09:00,CMP-S02-L03-01,S02,S02-L03,1,running,181.3933,449.6736,93.6861,41.1232,-0.0963,A,relation-reasoning-agent-eval-v3.1
2026-08-17T23:30:00+09:00,CMP-S02-L04-01,S02,S02-L04,1,running,188.4949,476.0214,101.7606,42.7669,0.1551,A,relation-reasoning-agent-eval-v3.1
2026-08-17T23:30:00+09:00,CMP-S02-L05-01,S02,S02-L05,1,running,169.8473,377.2814,86.6726,38.8816,-0.2691,A,relation-reasoning-agent-eval-v3.1
2026-08-17T23:40:00+09:00,CMP-S02-L01-01,S02,S02-L01,1,running,159.5561,479.6979,101.0333,40.0321,0.1679,A,relation-reasoning-agent-eval-v3.1
2026-08-17T23:40:00+09:00,CMP-S02-L02-01,S02,S02-L02,1,running,148.1407,517.6925,108.6091,44.8562,0.8729,A,relation-reasoning-agent-eval-v3.1
2026-08-17T23:40:00+09:00,CMP-S02-L03-01,S02,S02-L03,1,running,167.8862,445.5924,88.689,40.6544,-0.1831,A,relation-reasoning-agent-eval-v3.1
2026-08-17T23:40:00+09:00,CMP-S02-L04-01,S02,S02-L04,1,running,183.6196,396.9077,99.6929,37.0807,-0.8979,A,relation-reasoning-agent-eval-v3.1
2026-08-17T23:40:00+09:00,CMP-S02-L05-01,S02,S02-L05,1,running,154.4933,402.516,89.7227,42.4738,0.3961,A,relation-reasoning-agent-eval-v3.1
2026-08-17T23:50:00+09:00,CMP-S02-L01-01,S02,S02-L01,1,running,176.1927,442.5958,106.0608,35.7302,-0.6288,A,relation-reasoning-agent-eval-v3.1
2026-08-17T23:50:00+09:00,CMP-S02-L02-01,S02,S02-L02,1,running,163.6,448.3239,99.2976,40.0973,-0.0084,A,relation-reasoning-agent-eval-v3.1
2026-08-17T23:50:00+09:00,CMP-S02-L03-01,S02,S02-L03,1,running,162.6044,457.4698,91.258,38.9378,-0.501,A,relation-reasoning-agent-eval-v3.1
2026-08-17T23:50:00+09:00,CMP-S02-L04-01,S02,S02-L04,1,running,199.4557,373.1934,102.1241,34.6459,-1.3488,B,relation-reasoning-agent-eval-v3.1
2026-08-17T23:50:00+09:00,CMP-S02-L05-01,S02,S02-L05,1,running,165.9685,399.1952,87.1512,48.719,1.5526,B,relation-reasoning-agent-eval-v3.1
2026-08-18T00:00:00+09:00,CMP-S02-L01-01,S02,S02-L01,1,running,177.6584,430.5723,102.0656,35.0747,-0.7502,A,relation-reasoning-agent-eval-v3.1
2026-08-18T00:00:00+09:00,CMP-S02-L02-01,S02,S02-L02,1,running,164.7632,432.9977,95.5536,39.9103,-0.043,A,relation-reasoning-agent-eval-v3.1
2026-08-18T00:00:00+09:00,CMP-S02-L03-01,S02,S02-L03,1,running,173.7377,376.4051,86.0981,39.693,-0.3611,A,relation-reasoning-agent-eval-v3.1
2026-08-18T00:00:00+09:00,CMP-S02-L04-01,S02,S02-L04,1,running,168.3127,413.087,110.0726,37.5219,-0.8161,A,relation-reasoning-agent-eval-v3.1
2026-08-18T00:00:00+09:00,CMP-S02-L05-01,S02,S02-L05,1,running,156.6484,416.8511,94.2435,40.5683,0.0432,A,relation-reasoning-agent-eval-v3.1
2026-08-18T00:10:00+09:00,CMP-S02-L01-01,S02,S02-L01,1,running,174.9462,486.6554,103.7933,39.0547,-0.0131,A,relation-reasoning-agent-eval-v3.1
2026-08-18T00:10:00+09:00,CMP-S02-L02-01,S02,S02-L02,1,running,183.0892,458.4086,98.8476,40.3318,0.035,A,relation-reasoning-agent-eval-v3.1
2026-08-18T00:10:00+09:00,CMP-S02-L03-01,S02,S02-L03,1,running,185.8849,379.7546,84.6287,40.6747,-0.1794,A,relation-reasoning-agent-eval-v3.1
2026-08-18T00:10:00+09:00,CMP-S02-L04-01,S02,S02-L04,1,running,175.0769,441.2173,107.108,37.554,-0.8102,A,relation-reasoning-agent-eval-v3.1
2026-08-18T00:10:00+09:00,CMP-S02-L05-01,S02,S02-L05,1,running,165.7775,392.8262,93.7142,43.2782,0.545,A,relation-reasoning-agent-eval-v3.1
2026-08-18T00:20:00+09:00,CMP-S02-L01-01,S02,S02-L01,1,running,188.7382,477.3033,103.6569,35.4724,-0.6765,A,relation-reasoning-agent-eval-v3.1
2026-08-18T00:20:00+09:00,CMP-S02-L02-01,S02,S02-L02,1,running,176.6665,456.1209,94.3378,42.5579,0.4473,A,relation-reasoning-agent-eval-v3.1
2026-08-18T00:20:00+09:00,CMP-S02-L03-01,S02,S02-L03,1,running,172.1046,427.9409,87.0653,35.9806,-1.0486,B,relation-reasoning-agent-eval-v3.1
2026-08-18T00:20:00+09:00,CMP-S02-L04-01,S02,S02-L04,1,running,186.354,459.6193,103.6779,37.0521,-0.9032,A,relation-reasoning-agent-eval-v3.1
2026-08-18T00:20:00+09:00,CMP-S02-L05-01,S02,S02-L05,1,running,145.2541,397.5533,92.6426,40.8005,0.0862,A,relation-reasoning-agent-eval-v3.1
2026-08-18T00:30:00+09:00,CMP-S02-L01-01,S02,S02-L01,1,running,166.7184,441.9322,104.4061,37.7137,-0.2615,A,relation-reasoning-agent-eval-v3.1
