observed_at,asset_id,site_id,cell_id,is_operating,operating_state,product_type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,generator_version
2026-08-17T23:00:00+09:00,CNC-S02-L01-01,S02,S02-L01,1,running,L,300.9236,310.018,1557.8745,51.8411,110.7408,relation-reasoning-agent-eval-v3.1
2026-08-17T23:00:00+09:00,CNC-S02-L01-02,S02,S02-L01,1,running,H,302.2841,312.3756,1536.3449,41.22,107.1597,relation-reasoning-agent-eval-v3.1
2026-08-17T23:00:00+09:00,CNC-S02-L01-03,S02,S02-L01,1,running,H,302.6226,311.5226,1747.9027,27.695,68.9719,relation-reasoning-agent-eval-v3.1
2026-08-17T23:00:00+09:00,CNC-S02-L01-04,S02,S02-L01,1,running,M,299.9783,309.1557,1361.3181,53.3997,87.5109,relation-reasoning-agent-eval-v3.1
2026-08-17T23:00:00+09:00,CNC-S02-L02-01,S02,S02-L02,1,running,M,301.1261,310.2886,1447.17,57.0525,146.777,relation-reasoning-agent-eval-v3.1
2026-08-17T23:00:00+09:00,CNC-S02-L02-02,S02,S02-L02,1,running,L,298.0545,308.7187,1471.3428,40.1988,4.4246,relation-reasoning-agent-eval-v3.1
2026-08-17T23:00:00+09:00,CNC-S02-L02-03,S02,S02-L02,0,maintenance,L,298.3828,310.1867,1451.128,42.4818,3.9096,relation-reasoning-agent-eval-v3.1
2026-08-17T23:00:00+09:00,CNC-S02-L02-04,S02,S02-L02,1,running,M,299.6367,309.5136,1509.3632,41.4187,102.139,relation-reasoning-agent-eval-v3.1
2026-08-17T23:00:00+09:00,CNC-S02-L03-01,S02,S02-L03,1,running,L,298.5694,308.6937,1513.1261,44.5122,2.8274,relation-reasoning-agent-eval-v3.1
2026-08-17T23:00:00+09:00,CNC-S02-L03-02,S02,S02-L03,1,running,L,302.8692,311.7692,1720.1171,30.1814,107.5408,relation-reasoning-agent-eval-v3.1
2026-08-17T23:00:00+09:00,CNC-S02-L03-03,S02,S02-L03,1,running,M,301.614,311.0711,1941.2903,25.8495,24.1252,relation-reasoning-agent-eval-v3.1
2026-08-17T23:00:00+09:00,CNC-S02-L03-04,S02,S02-L03,1,running,L,298.9086,309.1916,1567.9273,38.8177,55.9245,relation-reasoning-agent-eval-v3.1
2026-08-17T23:00:00+09:00,CNC-S02-L04-01,S02,S02-L04,1,running,L,299.8255,309.7375,1369.2438,60.2886,144.0466,relation-reasoning-agent-eval-v3.1
2026-08-17T23:00:00+09:00,CNC-S02-L04-02,S02,S02-L04,1,running,M,300.6478,311.6146,1386.9994,59.1443,58.1754,relation-reasoning-agent-eval-v3.1
2026-08-17T23:00:00+09:00,CNC-S02-L04-03,S02,S02-L04,1,running,L,301.8257,310.8287,1598.0463,35.7391,160.2699,relation-reasoning-agent-eval-v3.1
2026-08-17T23:00:00+09:00,CNC-S02-L04-04,S02,S02-L04,1,running,L,297.6821,307.8796,1517.4633,44.8963,76.2254,relation-reasoning-agent-eval-v3.1
2026-08-17T23:00:00+09:00,CNC-S02-L05-01,S02,S02-L05,1,running,H,304.2437,313.1437,1670.2021,32.1531,113.7162,relation-reasoning-agent-eval-v3.1
2026-08-17T23:00:00+09:00,CNC-S02-L05-02,S02,S02-L05,1,running,M,300.575,310.9092,1590.979,32.7167,86.4539,relation-reasoning-agent-eval-v3.1
2026-08-17T23:00:00+09:00,CNC-S02-L05-03,S02,S02-L05,1,running,L,305.1216,314.158,1640.4597,32.0321,114.2079,relation-reasoning-agent-eval-v3.1
