observed_at,asset_id,site_id,cell_id,is_operating,operating_state,product_type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,generator_version
2026-08-23T23:00:00+09:00,CNC-S01-L01-01,S01,S01-L01,1,running,H,301.6534,311.245,1321.4797,68.0008,31.5811,relation-reasoning-agent-eval-v3.1
2026-08-23T23:00:00+09:00,CNC-S01-L01-02,S01,S01-L01,1,running,L,301.9985,311.2596,1332.1487,62.1235,53.5376,relation-reasoning-agent-eval-v3.1
2026-08-23T23:00:00+09:00,CNC-S01-L01-03,S01,S01-L01,1,running,M,297.9992,309.4539,1473.8032,37.7643,91.4965,relation-reasoning-agent-eval-v3.1
2026-08-23T23:00:00+09:00,CNC-S01-L01-04,S01,S01-L01,1,running,M,297.8962,309.2652,1346.5653,62.0186,128.0902,relation-reasoning-agent-eval-v3.1
2026-08-23T23:00:00+09:00,CNC-S01-L02-01,S01,S01-L02,1,running,M,299.9667,310.0527,1660.7269,32.5618,109.397,relation-reasoning-agent-eval-v3.1
2026-08-23T23:00:00+09:00,CNC-S01-L02-02,S01,S01-L02,1,running,L,299.5964,309.6545,1546.5475,38.8272,56.0165,relation-reasoning-agent-eval-v3.1
2026-08-23T23:00:00+09:00,CNC-S01-L02-03,S01,S01-L02,1,running,H,297.987,308.3674,1412.4754,56.9562,121.8662,relation-reasoning-agent-eval-v3.1
2026-08-23T23:00:00+09:00,CNC-S01-L02-04,S01,S01-L02,1,running,L,300.9548,310.9365,1548.2846,42.8073,22.4869,relation-reasoning-agent-eval-v3.1
2026-08-23T23:00:00+09:00,CNC-S01-L03-01,S01,S01-L03,1,running,L,299.0151,308.0107,1477.1431,36.2151,166.2218,relation-reasoning-agent-eval-v3.1
2026-08-23T23:00:00+09:00,CNC-S01-L03-02,S01,S01-L03,1,running,L,296.6629,308.639,2179.0384,16.7726,126.9581,relation-reasoning-agent-eval-v3.1
2026-08-23T23:00:00+09:00,CNC-S01-L03-03,S01,S01-L03,1,running,M,302.9193,311.9232,1439.7025,62.0779,23.2871,relation-reasoning-agent-eval-v3.1
2026-08-23T23:00:00+09:00,CNC-S01-L03-04,S01,S01-L03,1,running,H,300.9046,309.9204,1507.0975,40.2601,90.0082,relation-reasoning-agent-eval-v3.1
2026-08-23T23:00:00+09:00,CNC-S01-L04-01,S01,S01-L04,1,running,L,298.105,307.573,1356.3711,55.4395,94.9556,relation-reasoning-agent-eval-v3.1
2026-08-23T23:00:00+09:00,CNC-S01-L04-02,S01,S01-L04,1,running,M,300.3047,309.4773,1450.7194,49.222,90.3051,relation-reasoning-agent-eval-v3.1
2026-08-23T23:00:00+09:00,CNC-S01-L04-03,S01,S01-L04,1,running,L,298.3178,308.9224,1519.9996,35.7259,103.8433,relation-reasoning-agent-eval-v3.1
2026-08-23T23:00:00+09:00,CNC-S01-L04-04,S01,S01-L04,1,running,M,300.6289,310.1073,1478.6573,48.5476,127.4673,relation-reasoning-agent-eval-v3.1
2026-08-23T23:00:00+09:00,CNC-S01-L05-01,S01,S01-L05,1,running,L,298.7383,309.7512,1420.2055,50.0123,68.5532,relation-reasoning-agent-eval-v3.1
2026-08-23T23:00:00+09:00,CNC-S01-L05-02,S01,S01-L05,1,running,H,299.0234,311.0372,1483.7636,49.6093,100.5947,relation-reasoning-agent-eval-v3.1
