observed_at,asset_id,site_id,cell_id,is_operating,operating_state,product_type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,generator_version
2026-08-17T04:00:00+09:00,CNC-S01-L01-01,S01,S01-L01,1,running,M,299.6798,308.5798,1513.0966,41.7865,13.7348,relation-reasoning-agent-eval-v3.1
2026-08-17T04:00:00+09:00,CNC-S01-L01-02,S01,S01-L01,1,running,L,298.6169,309.0602,1974.7417,20.1517,63.0694,relation-reasoning-agent-eval-v3.1
2026-08-17T04:00:00+09:00,CNC-S01-L01-03,S01,S01-L01,1,running,M,298.8512,308.9427,1595.3267,33.562,42.2998,relation-reasoning-agent-eval-v3.1
2026-08-17T04:00:00+09:00,CNC-S01-L01-04,S01,S01-L01,1,running,L,295.5866,306.9602,1699.9504,36.4628,87.4736,relation-reasoning-agent-eval-v3.1
2026-08-17T04:00:00+09:00,CNC-S01-L02-01,S01,S01-L02,1,running,M,301.062,309.962,1444.5928,47.8634,63.2642,relation-reasoning-agent-eval-v3.1
2026-08-17T04:00:00+09:00,CNC-S01-L02-02,S01,S01-L02,1,running,M,299.1825,310.1858,1545.6856,41.2374,8.5052,relation-reasoning-agent-eval-v3.1
2026-08-17T04:00:00+09:00,CNC-S01-L02-03,S01,S01-L02,1,running,L,299.3507,309.3766,1875.5609,26.4994,88.5768,relation-reasoning-agent-eval-v3.1
2026-08-17T04:00:00+09:00,CNC-S01-L02-04,S01,S01-L02,1,running,M,299.5848,309.6848,1396.0686,70.3483,208.4396,relation-reasoning-agent-eval-v3.1
2026-08-17T04:00:00+09:00,CNC-S01-L03-01,S01,S01-L03,1,running,H,302.0198,310.9198,1767.466,27.9943,106.5394,relation-reasoning-agent-eval-v3.1
2026-08-17T04:00:00+09:00,CNC-S01-L03-02,S01,S01-L03,1,running,L,300.8106,309.7932,1551.6458,42.3494,91.5755,relation-reasoning-agent-eval-v3.1
2026-08-17T04:00:00+09:00,CNC-S01-L03-03,S01,S01-L03,1,running,M,298.6761,308.2915,1608.6929,30.4144,15.3654,relation-reasoning-agent-eval-v3.1
2026-08-17T04:00:00+09:00,CNC-S01-L03-04,S01,S01-L03,1,running,L,298.0928,308.9471,1511.2764,42.164,39.4367,relation-reasoning-agent-eval-v3.1
2026-08-17T04:00:00+09:00,CNC-S01-L04-01,S01,S01-L04,1,running,M,301.2245,309.9311,1442.141,44.3327,93.6685,relation-reasoning-agent-eval-v3.1
2026-08-17T04:00:00+09:00,CNC-S01-L04-02,S01,S01-L04,1,running,M,296.0217,307.0344,1595.4706,29.7108,48.3951,relation-reasoning-agent-eval-v3.1
2026-08-17T04:00:00+09:00,CNC-S01-L04-03,S01,S01-L04,1,running,L,303.769,313.0604,1661.0887,35.1971,54.9612,relation-reasoning-agent-eval-v3.1
2026-08-17T04:00:00+09:00,CNC-S01-L04-04,S01,S01-L04,1,running,L,301.1195,311.1099,1524.2634,44.2109,86.4117,relation-reasoning-agent-eval-v3.1
2026-08-17T04:00:00+09:00,CNC-S01-L05-01,S01,S01-L05,1,running,L,302.7085,311.8954,1477.3745,48.1914,40.9728,relation-reasoning-agent-eval-v3.1
2026-08-17T04:00:00+09:00,CNC-S01-L05-02,S01,S01-L05,1,running,M,298.1283,308.1809,1741.9517,28.667,85.649,relation-reasoning-agent-eval-v3.1
2026-08-17T04:00:00+09:00,CNC-S01-L05-03,S01,S01-L05,1,running,H,301.4061,311.2185,1626.8187,32.4224,20.9298,relation-reasoning-agent-eval-v3.1
2026-08-17T04:00:00+09:00,CNC-S01-L05-04,S01,S01-L05,1,running,L,298.6105,309.5755,1301.1945,72.0,109.611,relation-reasoning-agent-eval-v3.1
2026-08-17T04:10:00+09:00,CNC-S01-L01-01,S01,S01-L01,1,running,M,298.377,307.277,1634.4661,32.1542,13.7348,relation-reasoning-agent-eval-v3.1
