observed_at,asset_id,site_id,cell_id,is_operating,operating_state,voltage_raw,rotation_raw,pressure_raw,vibration_raw,relative_vibration_z,relative_vibration_zone,generator_version
2026-08-17T04:00:00+09:00,CMP-S02-L01-01,S02,S02-L01,1,running,173.8948,370.2942,96.334,48.2766,1.6946,B,relation-reasoning-agent-eval-v3.1
2026-08-17T04:00:00+09:00,CMP-S02-L02-01,S02,S02-L02,1,running,175.6639,477.2814,98.0685,39.557,-0.1085,A,relation-reasoning-agent-eval-v3.1
2026-08-17T04:00:00+09:00,CMP-S02-L03-01,S02,S02-L03,1,running,165.2561,370.5325,105.1191,30.761,-2.0152,C,relation-reasoning-agent-eval-v3.1
2026-08-17T04:00:00+09:00,CMP-S02-L04-01,S02,S02-L04,1,running,186.8172,471.3418,102.1956,44.907,0.5514,A,relation-reasoning-agent-eval-v3.1
2026-08-17T04:00:00+09:00,CMP-S02-L05-01,S02,S02-L05,1,running,168.0979,389.1751,92.8957,45.578,0.9709,A,relation-reasoning-agent-eval-v3.1
2026-08-17T04:10:00+09:00,CMP-S02-L01-01,S02,S02-L01,1,running,174.6418,382.0793,104.6253,46.6991,1.4025,B,relation-reasoning-agent-eval-v3.1
2026-08-17T04:10:00+09:00,CMP-S02-L02-01,S02,S02-L02,1,running,184.4892,467.519,107.1661,38.5699,-0.2913,A,relation-reasoning-agent-eval-v3.1
2026-08-17T04:10:00+09:00,CMP-S02-L03-01,S02,S02-L03,1,running,168.3526,351.0261,101.1582,38.916,-0.505,A,relation-reasoning-agent-eval-v3.1
2026-08-17T04:10:00+09:00,CMP-S02-L04-01,S02,S02-L04,1,running,184.2539,474.7758,106.6051,43.709,0.3296,A,relation-reasoning-agent-eval-v3.1
2026-08-17T04:10:00+09:00,CMP-S02-L05-01,S02,S02-L05,1,running,156.0932,418.6001,100.0504,46.008,1.0506,B,relation-reasoning-agent-eval-v3.1
2026-08-17T04:20:00+09:00,CMP-S02-L01-01,S02,S02-L01,1,running,183.8007,438.7245,99.4855,47.5221,1.5549,B,relation-reasoning-agent-eval-v3.1
2026-08-17T04:20:00+09:00,CMP-S02-L02-01,S02,S02-L02,1,running,193.9296,519.8269,101.0553,41.9794,0.3401,A,relation-reasoning-agent-eval-v3.1
2026-08-17T04:20:00+09:00,CMP-S02-L03-01,S02,S02-L03,1,running,166.3362,408.5846,102.1663,33.5952,-1.4904,B,relation-reasoning-agent-eval-v3.1
2026-08-17T04:20:00+09:00,CMP-S02-L04-01,S02,S02-L04,1,running,197.2899,491.6357,106.111,48.5134,1.2193,B,relation-reasoning-agent-eval-v3.1
2026-08-17T04:20:00+09:00,CMP-S02-L05-01,S02,S02-L05,1,running,167.0046,416.0473,96.5898,41.9341,0.2961,A,relation-reasoning-agent-eval-v3.1
2026-08-17T04:30:00+09:00,CMP-S02-L01-01,S02,S02-L01,1,running,184.3815,422.4409,98.4689,49.4688,1.9154,B,relation-reasoning-agent-eval-v3.1
2026-08-17T04:30:00+09:00,CMP-S02-L02-01,S02,S02-L02,1,running,192.3691,536.6882,95.7096,47.3383,1.3325,B,relation-reasoning-agent-eval-v3.1
2026-08-17T04:30:00+09:00,CMP-S02-L03-01,S02,S02-L03,1,running,165.2538,395.5717,93.4553,38.7702,-0.532,A,relation-reasoning-agent-eval-v3.1
