observed_at,asset_id,site_id,cell_id,is_operating,operating_state,product_type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,generator_version
2026-08-17T04:00:00+09:00,CNC-S02-L01-01,S02,S02-L01,1,running,H,298.8523,308.6887,1341.9656,72.0,58.0819,relation-reasoning-agent-eval-v3.1
2026-08-17T04:00:00+09:00,CNC-S02-L01-02,S02,S02-L01,1,running,H,303.8256,312.7845,1445.3876,47.4615,55.0252,relation-reasoning-agent-eval-v3.1
2026-08-17T04:00:00+09:00,CNC-S02-L01-03,S02,S02-L01,1,running,H,298.2357,309.3982,1322.4942,53.9527,12.6591,relation-reasoning-agent-eval-v3.1
2026-08-17T04:00:00+09:00,CNC-S02-L01-04,S02,S02-L01,1,running,M,301.2312,310.5061,1445.2184,44.4467,34.4403,relation-reasoning-agent-eval-v3.1
2026-08-17T04:00:00+09:00,CNC-S02-L02-01,S02,S02-L02,1,running,L,301.6969,312.2871,2017.8153,18.9945,93.6639,relation-reasoning-agent-eval-v3.1
2026-08-17T04:00:00+09:00,CNC-S02-L02-02,S02,S02-L02,1,running,M,300.9362,309.8362,1642.5887,33.8288,32.8458,relation-reasoning-agent-eval-v3.1
2026-08-17T04:00:00+09:00,CNC-S02-L02-03,S02,S02-L02,1,running,M,298.129,309.7732,1391.8152,50.2099,154.2821,relation-reasoning-agent-eval-v3.1
2026-08-17T04:00:00+09:00,CNC-S02-L02-04,S02,S02-L02,1,running,L,303.5447,312.4447,1428.9571,65.834,49.9428,relation-reasoning-agent-eval-v3.1
2026-08-17T04:00:00+09:00,CNC-S02-L03-01,S02,S02-L03,1,running,M,299.8593,309.7946,1315.299,56.7746,200.3482,relation-reasoning-agent-eval-v3.1
2026-08-17T04:00:00+09:00,CNC-S02-L03-02,S02,S02-L03,1,running,H,300.669,310.2655,1554.3884,39.0151,56.2125,relation-reasoning-agent-eval-v3.1
2026-08-17T04:00:00+09:00,CNC-S02-L03-03,S02,S02-L03,1,running,L,301.4755,311.7079,1424.3294,54.3824,159.7169,relation-reasoning-agent-eval-v3.1
2026-08-17T04:00:00+09:00,CNC-S02-L03-04,S02,S02-L03,1,running,M,300.6878,310.5801,1555.8634,37.809,5.9008,relation-reasoning-agent-eval-v3.1
2026-08-17T04:00:00+09:00,CNC-S02-L04-01,S02,S02-L04,1,running,M,298.3563,307.7416,1664.7841,32.3915,91.4042,relation-reasoning-agent-eval-v3.1
2026-08-17T04:00:00+09:00,CNC-S02-L04-02,S02,S02-L04,1,running,M,297.0824,308.0457,1526.8316,39.636,3.9116,relation-reasoning-agent-eval-v3.1
2026-08-17T04:00:00+09:00,CNC-S02-L04-03,S02,S02-L04,1,running,L,296.4668,307.072,1441.4818,44.5964,109.2253,relation-reasoning-agent-eval-v3.1
2026-08-17T04:00:00+09:00,CNC-S02-L04-04,S02,S02-L04,1,running,H,300.348,311.3545,1677.2262,28.9446,20.2402,relation-reasoning-agent-eval-v3.1
2026-08-17T04:00:00+09:00,CNC-S02-L05-01,S02,S02-L05,1,running,H,301.4564,310.833,1643.7428,32.0007,60.6595,relation-reasoning-agent-eval-v3.1
2026-08-17T04:00:00+09:00,CNC-S02-L05-02,S02,S02-L05,1,running,L,302.4085,311.3085,1868.5195,22.4129,33.3516,relation-reasoning-agent-eval-v3.1
2026-08-17T04:00:00+09:00,CNC-S02-L05-03,S02,S02-L05,1,running,M,298.9617,309.2244,1504.6762,38.8678,60.7762,relation-reasoning-agent-eval-v3.1
2026-08-17T04:00:00+09:00,CNC-S02-L05-04,S02,S02-L05,1,running,L,299.7328,310.0408,1551.3776,32.5889,82.9594,relation-reasoning-agent-eval-v3.1
2026-08-17T04:10:00+09:00,CNC-S02-L01-01,S02,S02-L01,1,running,H,302.7226,311.6226,1386.676,57.1223,58.0819,relation-reasoning-agent-eval-v3.1
2026-08-17T04:10:00+09:00,CNC-S02-L01-02,S02,S02-L01,1,running,H,300.7642,310.2748,1517.0599,41.3674,55.0252,relation-reasoning-agent-eval-v3.1
2026-08-17T04:10:00+09:00,CNC-S02-L01-03,S02,S02-L01,1,running,H,300.8156,310.5946,1244.3207,57.1218,12.6591,relation-reasoning-agent-eval-v3.1
2026-08-17T04:10:00+09:00,CNC-S02-L01-04,S02,S02-L01,1,running,M,301.5883,310.4883,1416.6474,49.9435,34.4403,relation-reasoning-agent-eval-v3.1
2026-08-17T04:10:00+09:00,CNC-S02-L02-01,S02,S02-L02,1,running,L,303.0008,313.5499,1859.6367,23.5884,93.6639,relation-reasoning-agent-eval-v3.1
2026-08-17T04:10:00+09:00,CNC-S02-L02-02,S02,S02-L02,1,running,M,300.8759,309.7759,1534.6171,38.762,32.8458,relation-reasoning-agent-eval-v3.1
