observed_at,asset_id,site_id,cell_id,is_operating,operating_state,voltage_raw,rotation_raw,pressure_raw,vibration_raw,relative_vibration_z,relative_vibration_zone,generator_version
2026-09-03T08:00:00+09:00,CMP-S02-L01-01,S02,S02-L01,1,running,161.1829,415.623,105.4105,41.2754,0.3981,A,relation-reasoning-agent-eval-v3.1
2026-09-03T08:00:00+09:00,CMP-S02-L02-01,S02,S02-L02,1,running,170.7489,386.0688,110.7609,32.304,-1.4516,B,relation-reasoning-agent-eval-v3.1
2026-09-03T08:00:00+09:00,CMP-S02-L03-01,S02,S02-L03,1,running,176.5156,356.7436,99.0286,43.4094,0.3271,A,relation-reasoning-agent-eval-v3.1
2026-09-03T08:00:00+09:00,CMP-S02-L04-01,S02,S02-L04,1,running,183.7155,512.6619,101.3347,36.5998,-0.9869,A,relation-reasoning-agent-eval-v3.1
2026-09-03T08:00:00+09:00,CMP-S02-L05-01,S02,S02-L05,1,running,174.483,473.1913,95.1112,43.2451,0.5389,A,relation-reasoning-agent-eval-v3.1
2026-09-03T08:10:00+09:00,CMP-S02-L01-01,S02,S02-L01,1,running,162.2308,449.597,108.0801,43.935,0.8906,A,relation-reasoning-agent-eval-v3.1
2026-09-03T08:10:00+09:00,CMP-S02-L02-01,S02,S02-L02,1,running,162.1997,391.4502,106.8323,35.5167,-0.8567,A,relation-reasoning-agent-eval-v3.1
2026-09-03T08:10:00+09:00,CMP-S02-L03-01,S02,S02-L03,1,running,167.4062,328.2632,94.9729,36.1403,-1.0191,B,relation-reasoning-agent-eval-v3.1
2026-09-03T08:10:00+09:00,CMP-S02-L04-01,S02,S02-L04,1,running,175.8901,486.6857,92.7469,34.0438,-1.4603,B,relation-reasoning-agent-eval-v3.1
2026-09-03T08:10:00+09:00,CMP-S02-L05-01,S02,S02-L05,1,running,165.8799,486.0803,97.3398,41.3411,0.1863,A,relation-reasoning-agent-eval-v3.1
2026-09-03T08:20:00+09:00,CMP-S02-L01-01,S02,S02-L01,1,running,165.5092,436.2896,107.3817,39.6921,0.1049,A,relation-reasoning-agent-eval-v3.1
2026-09-03T08:20:00+09:00,CMP-S02-L02-01,S02,S02-L02,1,running,153.028,377.5239,103.3096,36.2315,-0.7243,A,relation-reasoning-agent-eval-v3.1
2026-09-03T08:20:00+09:00,CMP-S02-L03-01,S02,S02-L03,1,running,167.1952,330.9025,102.6477,37.8572,-0.7011,A,relation-reasoning-agent-eval-v3.1
