observed_at,asset_id,site_id,cell_id,is_operating,operating_state,product_type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,generator_version
2026-09-03T08:00:00+09:00,CNC-S02-L01-01,S02,S02-L01,1,running,H,298.3951,308.0074,1595.9168,29.5102,153.2404,relation-reasoning-agent-eval-v3.1
2026-09-03T08:00:00+09:00,CNC-S02-L01-02,S02,S02-L01,1,running,L,301.8206,311.1072,1507.5273,44.5406,77.2113,relation-reasoning-agent-eval-v3.1
2026-09-03T08:00:00+09:00,CNC-S02-L01-03,S02,S02-L01,1,running,L,302.2752,311.4878,1703.3974,29.5294,151.5975,relation-reasoning-agent-eval-v3.1
2026-09-03T08:00:00+09:00,CNC-S02-L01-04,S02,S02-L01,1,running,L,301.2843,311.6771,1574.0188,38.8544,86.3378,relation-reasoning-agent-eval-v3.1
2026-09-03T08:00:00+09:00,CNC-S02-L02-01,S02,S02-L02,1,running,L,303.9402,313.0872,1568.1581,36.1285,197.6503,relation-reasoning-agent-eval-v3.1
2026-09-03T08:00:00+09:00,CNC-S02-L02-02,S02,S02-L02,1,running,M,299.1196,308.6535,1477.1105,46.837,88.2284,relation-reasoning-agent-eval-v3.1
2026-09-03T08:00:00+09:00,CNC-S02-L02-03,S02,S02-L02,1,running,L,299.3439,309.6221,1587.8578,33.4314,61.2507,relation-reasoning-agent-eval-v3.1
2026-09-03T08:00:00+09:00,CNC-S02-L02-04,S02,S02-L02,1,running,L,300.7387,310.3138,1450.6783,50.9415,194.2795,relation-reasoning-agent-eval-v3.1
2026-09-03T08:00:00+09:00,CNC-S02-L03-01,S02,S02-L03,1,running,L,300.9469,310.192,1558.4101,37.9834,153.5715,relation-reasoning-agent-eval-v3.1
2026-09-03T08:00:00+09:00,CNC-S02-L03-02,S02,S02-L03,1,running,M,299.9062,309.7798,1410.5919,49.9254,117.3045,relation-reasoning-agent-eval-v3.1
2026-09-03T08:00:00+09:00,CNC-S02-L03-03,S02,S02-L03,1,running,L,299.6469,310.7913,1472.4325,41.6889,43.8065,relation-reasoning-agent-eval-v3.1
2026-09-03T08:00:00+09:00,CNC-S02-L03-04,S02,S02-L03,1,running,M,299.8007,309.704,1504.1907,38.3413,42.364,relation-reasoning-agent-eval-v3.1
2026-09-03T08:00:00+09:00,CNC-S02-L04-01,S02,S02-L04,1,running,L,298.2823,309.4351,1638.9092,35.8842,223.7865,relation-reasoning-agent-eval-v3.1
2026-09-03T08:00:00+09:00,CNC-S02-L04-02,S02,S02-L04,1,running,L,298.4323,308.8713,1606.261,43.9022,41.9707,relation-reasoning-agent-eval-v3.1
2026-09-03T08:00:00+09:00,CNC-S02-L04-03,S02,S02-L04,1,running,L,303.1003,312.6471,1485.5424,43.1406,173.0764,relation-reasoning-agent-eval-v3.1
2026-09-03T08:00:00+09:00,CNC-S02-L04-04,S02,S02-L04,1,running,H,303.4842,312.4293,1680.5673,30.5739,50.4174,relation-reasoning-agent-eval-v3.1
2026-09-03T08:00:00+09:00,CNC-S02-L05-01,S02,S02-L05,1,running,L,300.3405,310.3133,1615.4451,38.9041,105.2846,relation-reasoning-agent-eval-v3.1
2026-09-03T08:00:00+09:00,CNC-S02-L05-02,S02,S02-L05,1,running,L,298.301,308.6705,1499.7373,44.9549,141.7384,relation-reasoning-agent-eval-v3.1
2026-09-03T08:00:00+09:00,CNC-S02-L05-03,S02,S02-L05,1,running,L,299.8237,310.6327,1391.5827,49.7044,128.6829,relation-reasoning-agent-eval-v3.1
2026-09-03T08:00:00+09:00,CNC-S02-L05-04,S02,S02-L05,1,running,L,297.8657,307.5423,1528.1635,40.8599,185.3553,relation-reasoning-agent-eval-v3.1
2026-09-03T08:10:00+09:00,CNC-S02-L01-01,S02,S02-L01,1,running,L,297.4095,307.4868,1408.6566,48.1619,154.4708,relation-reasoning-agent-eval-v3.1
2026-09-03T08:10:00+09:00,CNC-S02-L01-02,S02,S02-L01,1,running,M,301.0213,310.8167,1611.8125,45.609,77.8903,relation-reasoning-agent-eval-v3.1
2026-09-03T08:10:00+09:00,CNC-S02-L01-03,S02,S02-L01,1,running,L,302.7357,312.4167,1621.5812,36.4211,152.4535,relation-reasoning-agent-eval-v3.1
2026-09-03T08:10:00+09:00,CNC-S02-L01-04,S02,S02-L01,1,running,M,300.5321,310.388,1487.5367,46.6509,87.0069,relation-reasoning-agent-eval-v3.1
